t(s),joint,q_ref,qdot_ref,qddot_ref,q_fuzzy,q_hac,e_fuzzy,e_hac,ed_fuzzy,ed_hac,pwm_fuzzy,pwm_hac,delta_pwm,grav_fuzzy,grav_hac
0.3100,wrist_angle,0.240250,1.550000,5.000000,0.222566,0.198369,0.017684,0.041881,-0.612942,-0.356632,45.6769,107.6788,-62.0019,8.8293,7.8828
0.3100,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3200,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3200,shoulder,-0.256000,-1.600000,-5.000000,-0.114113,-0.147507,-0.141887,-0.108493,-0.140780,0.026524,-318.2687,-312.7915,-5.4772,-18.8732,-24.3607
0.3200,elbow,0.256037,1.600000,5.000000,0.133200,0.165287,0.122837,0.090750,-0.072530,-0.146407,285.6710,247.6101,38.0609,8.4664,10.4891
0.3200,wrist_angle,0.256000,1.600000,5.000000,0.244195,0.217435,0.011805,0.038565,-0.593278,-0.378315,31.7714,98.8587,-67.0873,9.6710,8.6290
0.3200,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3300,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3300,shoulder,-0.272250,-1.650000,-5.000000,-0.128705,-0.163772,-0.143545,-0.108478,-0.084933,0.080475,-322.7545,-313.6158,-9.1387,-21.2740,-27.0241
0.3300,elbow,0.272288,1.650000,5.000000,0.149925,0.182751,0.122363,0.089537,-0.136668,-0.195290,286.0979,243.8420,42.2559,9.5220,11.5856
0.3300,wrist_angle,0.272250,1.650000,5.000000,0.266128,0.237218,0.006122,0.035032,-0.564333,-0.394108,20.9047,89.6815,-68.7769,10.5199,9.4000
0.3300,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3400,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3400,shoulder,-0.289000,-1.700000,-5.000000,-0.144356,-0.181077,-0.144644,-0.107923,-0.027621,0.134668,-326.6313,-313.1557,-13.4756,-23.8440,-29.8497
0.3400,elbow,0.289039,1.700000,5.000000,0.167792,0.201204,0.121247,0.087835,-0.200960,-0.242648,285.9193,238.8794,47.0399,10.6466,12.7404
0.3400,wrist_angle,0.289000,1.700000,5.000000,0.288271,0.257659,0.000729,0.031341,-0.528131,-0.403772,11.7401,80.3092,-68.5691,11.3718,10.1927
0.3400,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3500,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3500,shoulder,-0.306250,-1.750000,-5.000000,-0.161080,-0.199424,-0.145170,-0.106826,0.030951,0.188670,-329.9728,-311.4173,-18.5555,-26.5836,-32.8358
0.3500,elbow,0.306290,1.750000,5.000000,0.186802,0.220630,0.119488,0.085660,-0.265164,-0.288004,285.0519,232.7769,52.2750,11.8395,13.9513
0.3500,wrist_angle,0.306250,1.750000,5.000000,0.310553,0.278697,-0.004303,0.027553,-0.485809,-0.407179,3.3564,70.9065,-67.5502,12.2234,11.0041
0.3500,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3600,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3600,shoulder,-0.324000,-1.800000,-5.000000,-0.178889,-0.218810,-0.145111,-0.105190,0.090601,0.242055,-332.8144,-308.4165,-24.3979,-29.4930,-35.9791
0.3600,elbow,0.324041,1.800000,5.000000,0.206953,0.241010,0.117087,0.083030,-0.329003,-0.330900,283.3641,225.6006,57.7635,13.0993,15.2161
0.3600,wrist_angle,0.324000,1.800000,5.000000,0.332911,0.300269,-0.008911,0.023731,-0.437887,-0.404306,-4.6939,61.6378,-66.3317,13.0718,11.8311
0.3600,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3700,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3700,shoulder,-0.342250,-1.850000,-5.000000,-0.197795,-0.239231,-0.144455,-0.103019,0.151161,0.294399,-335.1372,-304.1799,-30.9574,-32.5712,-39.2754
0.3700,elbow,0.342292,1.850000,5.000000,0.228243,0.262319,0.114048,0.079972,-0.392147,-0.370906,280.6583,217.4275,63.2308,14.4245,16.5317
0.3700,wrist_angle,0.342250,1.850000,5.000000,0.355290,0.322312,-0.013040,0.019938,-0.384587,-0.395243,-12.8178,52.6644,-65.4822,13.9145,12.6704
0.3700,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3800,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3800,shoulder,-0.361000,-1.900000,-5.000000,-0.217807,-0.260675,-0.143193,-0.100325,0.212455,0.345288,-336.8646,-298.7434,-38.1212,-35.8167,-42.7192
0.3800,elbow,0.361042,1.900000,5.000000,0.250665,0.284528,0.110378,0.076514,-0.454188,-0.407623,276.6609,208.3449,68.3160,15.8131,17.8949
0.3800,wrist_angle,0.361000,1.900000,5.000000,0.377636,0.344764,-0.016636,0.016236,-0.325860,-0.380187,-20.9354,44.1417,-65.0771,14.7489,13.5190
0.3800,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3900,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.3900,shoulder,-0.380250,-1.950000,-5.000000,-0.238931,-0.283128,-0.141319,-0.097122,0.274284,0.394322,-337.8689,-292.1527,-45.7162,-39.2271,-46.3040
0.3900,elbow,0.380293,1.950000,5.000000,0.274207,0.307605,0.106087,0.072689,-0.514609,-0.440685,271.0206,198.4487,72.5719,17.2624,19.3020
0.3900,wrist_angle,0.380250,1.950000,5.000000,0.399894,0.367566,-0.019644,0.012684,-0.261710,-0.359438,-28.6092,36.2165,-64.8258,15.5728,14.3738
0.3900,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4000,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4000,shoulder,-0.400000,-2.000000,-5.000000,-0.261174,-0.306571,-0.138826,-0.093429,0.336404,0.441112,-337.9251,-284.4624,-53.4627,-42.7991,-50.0219
0.4000,elbow,0.400044,2.000000,5.000000,0.298853,0.331511,0.101191,0.068532,-0.572752,-0.469768,263.2991,187.8433,75.4558,18.7695,20.7489
0.4000,wrist_angle,0.400000,2.000000,5.000000,0.422011,0.390660,-0.022011,0.009340,-0.192433,-0.333394,-35.1949,29.0245,-64.2193,16.3838,15.2320
0.4000,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4100,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4100,shoulder,-0.420250,-2.050000,-5.000000,-0.284538,-0.330982,-0.135712,-0.089268,0.398497,0.485292,-336.7337,-275.7356,-60.9981,-46.5284,-53.8641
0.4100,elbow,0.420295,2.050000,5.000000,0.324580,0.356209,0.095714,0.064086,-0.627783,-0.494586,252.9985,176.6398,76.3587,20.3306,22.2311
0.4100,wrist_angle,0.419750,1.950000,-5.000000,0.443936,0.413994,-0.024186,0.005756,-0.218756,-0.402544,-41.9687,18.0211,-59.9898,17.1799,16.0908
0.4100,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4200,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4200,shoulder,-0.441000,-2.100000,-5.000000,-0.309023,-0.356335,-0.131977,-0.084665,0.460145,0.526513,-335.4915,-266.0436,-69.4480,-50.4092,-57.8205
0.4200,elbow,0.441045,2.100000,5.000000,0.351358,0.381655,0.089687,0.059390,-0.678669,-0.514900,239.6294,164.9554,74.6741,21.9410,23.7441
0.4200,wrist_angle,0.439000,1.900000,-5.000000,0.465623,0.437520,-0.026623,0.001480,-0.240552,-0.464348,-50.3721,5.4168,-55.7889,17.9592,16.9478
0.4200,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4300,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4300,shoulder,-0.462250,-2.150000,-5.000000,-0.334625,-0.382600,-0.127625,-0.079650,0.521329,0.564452,-336.1651,-255.4648,-80.7003,-54.4347,-61.8801
0.4300,elbow,0.462296,2.150000,5.000000,0.379145,0.407804,0.083151,0.054492,-0.724183,-0.530516,222.8464,152.9115,69.9349,23.5955,25.2829
0.4300,wrist_angle,0.457750,1.850000,-5.000000,0.487029,0.461163,-0.029279,-0.003413,-0.256736,-0.517738,-60.4418,-8.5603,-51.8815,18.7201,17.7996
0.4300,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4400,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4400,shoulder,-0.484000,-2.200000,-5.000000,-0.361338,-0.409745,-0.122662,-0.074255,0.582686,0.598814,-335.7894,-244.0846,-91.7048,-58.5969,-66.0307
0.4400,elbow,0.484047,2.200000,5.000000,0.407887,0.434609,0.076160,0.049438,-0.762959,-0.541292,202.6703,140.6332,62.0371,25.2877,26.8423
0.4400,wrist_angle,0.476000,1.800000,-5.000000,0.508096,0.484841,-0.032096,-0.008841,-0.266196,-0.561798,-72.0613,-23.6589,-48.4024,19.4606,18.6427
0.4400,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4500,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4500,shoulder,-0.506250,-2.250000,-5.000000,-0.389165,-0.437733,-0.117085,-0.068517,0.643864,0.629329,-333.9252,-231.9943,-101.9309,-62.8882,-70.2593
0.4500,elbow,0.506298,2.250000,5.000000,0.437516,0.462022,0.068781,0.044276,-0.793638,-0.547132,179.7508,128.2474,51.5034,27.0103,28.4171
0.4500,wrist_angle,0.493750,1.750000,-5.000000,0.528758,0.508459,-0.035008,-0.014709,-0.267901,-0.595781,-84.8975,-39.6091,-45.2885,20.1785,19.4733
0.4500,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4600,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4600,shoulder,-0.529000,-2.300000,-5.000000,-0.418103,-0.466526,-0.110897,-0.062474,0.704366,0.655759,-329.9904,-219.2907,-110.6997,-67.2991,-74.5521
0.4600,elbow,0.529048,2.300000,5.000000,0.467953,0.489993,0.061096,0.039055,-0.815122,-0.547994,155.5006,115.8819,39.6187,28.7551,30.0020
0.4600,wrist_angle,0.511000,1.700000,-5.000000,0.548937,0.531916,-0.037937,-0.020916,-0.261039,-0.619121,-98.4067,-56.1270,-42.2797,20.8712,20.2874
0.4600,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4700,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4700,shoulder,-0.552250,-2.350000,-5.000000,-0.448147,-0.496084,-0.104103,-0.056166,0.763500,0.677900,-323.2424,-206.0749,-117.1675,-71.8189,-78.8945
0.4700,elbow,0.552299,2.350000,5.000000,0.499104,0.518473,0.053195,0.033826,-0.826880,-0.543885,131.7830,103.6637,28.1193,30.5132,31.5916
0.4700,wrist_angle,0.527750,1.650000,-5.000000,0.568547,0.555108,-0.040797,-0.027358,-0.245161,-0.631437,-111.8493,-72.9202,-38.9292,21.5363,21.0814
0.4700,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4800,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4800,shoulder,-0.576000,-2.400000,-5.000000,-0.479282,-0.526363,-0.096718,-0.049637,0.820327,0.695580,-312.8271,-192.4518,-120.3753,-76.4343,-83.2714
0.4800,elbow,0.576050,2.400000,5.000000,0.530873,0.547412,0.045177,0.028637,-0.829124,-0.534864,110.2345,91.7181,18.5164,32.2757,33.1806
0.4800,wrist_angle,0.544000,1.600000,-5.000000,0.587499,0.577922,-0.043499,-0.033922,-0.220313,-0.632548,-124.4548,-89.6922,-34.7626,22.1712,21.8514
0.4800,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4900,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.4900,shoulder,-0.600250,-2.450000,-5.000000,-0.511485,-0.557318,-0.088765,-0.042932,0.873622,0.708663,-297.9221,-178.5293,-119.3927,-81.1301,-87.6672
0.4900,elbow,0.600300,2.450000,5.000000,0.563164,0.576761,0.037136,0.023539,-0.822721,-0.521041,91.8584,80.1672,11.6911,34.0338,34.7636
0.4900,wrist_angle,0.559750,1.550000,-5.000000,0.605702,0.600247,-0.045952,-0.040497,-0.187053,-0.622467,-135.5590,-106.1483,-29.4107,22.7736,22.5939
0.4900,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5000,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5000,shoulder,-0.625000,-2.500000,-5.000000,-0.544721,-0.588905,-0.080279,-0.036095,0.921889,0.717048,-278.0767,-164.4176,-113.6591,-85.8883,-92.0660
0.5000,elbow,0.625051,2.500000,5.000000,0.595891,0.606471,0.029160,0.018580,-0.808941,-0.502573,76.8751,69.1288,7.7463,35.7795,36.3357
0.5000,wrist_angle,0.575000,1.500000,-5.000000,0.623073,0.621972,-0.048073,-0.046972,-0.146383,-0.601406,-144.7129,-122.0004,-22.7125,23.3413,23.3056
0.5000,wrist_rotate,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5100,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5100,shoulder,-0.650250,-2.550000,-5.000000,-0.578940,-0.621076,-0.071310,-0.029174,0.963480,0.720673,-253.7479,-150.2278,-103.5202,-90.6880,-96.4516
0.5100,elbow,0.650301,2.550000,5.000000,0.628981,0.636497,0.021321,0.013804,-0.789140,-0.479665,64.9345,58.7148,6.2197,37.5054,37.8919
0.5100,wrist_angle,0.589750,1.450000,-5.000000,0.639536,0.642986,-0.049786,-0.053236,-0.099602,-0.569768,-151.6877,-136.9720,-14.7157,23.8729,23.9835
0.5100,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5200,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5200,shoulder,-0.676000,-2.600000,-5.000000,-0.614075,-0.653782,-0.061925,-0.022218,0.996900,0.719513,-226.8245,-136.0716,-90.7529,-95.5056,-100.8080
0.5200,elbow,0.676052,2.600000,5.000000,0.662372,0.666794,0.013680,0.009258,-0.764537,-0.452568,55.3530,49.0308,6.3222,39.2055,39.4274
0.5200,wrist_angle,0.604000,1.400000,-5.000000,0.655033,0.663184,-0.051033,-0.059184,-0.048165,-0.528140,-156.4080,-150.8032,-5.6048,24.3674,24.6252
0.5200,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5300,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5300,shoulder,-0.702250,-2.650000,-5.000000,-0.650044,-0.686977,-0.052206,-0.015273,1.021283,0.713577,-200.3356,-122.0602,-78.2753,-100.3155,-105.1192
0.5300,elbow,0.702303,2.650000,5.000000,0.696017,0.697319,0.006285,0.004983,-0.736075,-0.421574,47.2959,40.1742,7.1217,40.8744,40.9380
0.5300,wrist_angle,0.617750,1.350000,-5.000000,0.669514,0.682465,-0.051764,-0.064715,0.006426,-0.477282,-158.8783,-163.2552,4.3769,24.8242,25.2283
0.5300,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5400,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5400,shoulder,-0.729000,-2.700000,-5.000000,-0.686757,-0.720613,-0.042243,-0.008387,1.036775,0.702916,-177.0569,-108.3038,-68.7531,-105.0909,-109.3694
0.5400,elbow,0.729053,2.700000,5.000000,0.729878,0.728035,-0.000825,0.001018,-0.704364,-0.387013,39.9710,32.2339,7.7371,42.5071,42.4195
0.5400,wrist_angle,0.631000,1.300000,-5.000000,0.682950,0.700738,-0.051950,-0.069738,0.062670,-0.418115,-159.1071,-174.1142,15.0071,25.2434,25.7913
0.5400,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5500,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5500,shoulder,-0.756250,-2.750000,-5.000000,-0.724125,-0.754642,-0.032125,-0.001608,1.044447,0.687614,-158.4453,-94.9101,-63.5352,-109.8061,-113.5434
0.5500,elbow,0.756304,2.750000,5.000000,0.763922,0.758905,-0.007618,-0.002602,-0.669698,-0.349254,33.0029,25.2888,7.7140,44.0996,43.8681
0.5500,wrist_angle,0.643750,1.250000,-5.000000,0.695323,0.717919,-0.051573,-0.074169,0.119071,-0.351702,-157.0640,-183.1953,26.1313,25.6253,26.3128
0.5500,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5600,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5600,shoulder,-0.784000,-2.800000,-5.000000,-0.762069,-0.789018,-0.021931,0.005018,1.045854,0.667795,-144.4699,-81.9841,-62.4858,-114.4371,-117.6265
0.5600,elbow,0.783894,2.767764,1.757773,0.798119,0.789898,-0.014225,-0.006004,-0.664456,-0.340930,25.7399,17.9059,7.8340,45.6478,45.2804
0.5600,wrist_angle,0.656000,1.200000,-5.000000,0.706632,0.733936,-0.050632,-0.077936,0.174116,-0.279227,-152.6681,-190.3458,37.6777,25.9711,26.7919
0.5600,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5700,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5700,shoulder,-0.812250,-2.850000,-5.000000,-0.800528,-0.823696,-0.011722,0.011446,1.042543,0.643615,-134.0025,-69.6270,-64.3755,-118.9627,-121.6046
0.5700,elbow,0.811321,2.717764,-5.000000,0.832441,0.820985,-0.021120,-0.009664,-0.724050,-0.397396,16.8595,7.6371,9.2224,47.1480,46.6533
0.5700,wrist_angle,0.667750,1.150000,-5.000000,0.716891,0.748729,-0.049141,-0.080979,0.226234,-0.201980,-145.7962,-195.4472,49.6510,26.2818,27.2283
0.5700,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5800,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5800,shoulder,-0.841000,-2.900000,-5.000000,-0.839453,-0.858633,-0.001547,0.017633,1.035685,0.615264,-125.2883,-57.9354,-67.3528,-123.3641,-125.4644
0.5800,elbow,0.838248,2.667764,-5.000000,0.866859,0.852136,-0.028611,-0.013888,-0.780068,-0.449733,5.1984,-4.0421,9.2405,48.5966,47.9839
0.5800,wrist_angle,0.679000,1.100000,-5.000000,0.726129,0.762248,-0.047129,-0.083248,0.273775,-0.121326,-136.3350,-198.4178,62.0828,26.5592,27.6220
0.5800,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.5900,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.5900,shoulder,-0.870250,-2.950000,-5.000000,-0.878810,-0.893785,0.008560,0.023535,1.025865,0.582967,-116.7192,-47.0008,-69.7184,-127.6242,-129.1936
0.5900,elbow,0.864675,2.617764,-5.000000,0.901337,0.883311,-0.036662,-0.018636,-0.831400,-0.497378,-10.2687,-17.0061,6.7374,49.9900,49.2688
0.5900,wrist_angle,0.689750,1.050000,-5.000000,0.734391,0.774462,-0.044641,-0.084712,0.315013,-0.038686,-124.2762,-199.2139,74.9377,26.8054,27.9733
0.5900,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6000,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.6000,shoulder,-0.900000,-3.000000,-5.000000,-0.918569,-0.929115,0.018569,0.029115,1.013135,0.546978,-106.9103,-36.9085,-70.0018,-131.7271,-132.7807
0.6000,elbow,0.890603,2.567764,-5.000000,0.935829,0.914463,-0.045226,-0.023860,-0.876523,-0.539817,-30.4517,-31.1158,0.6641,51.3246,50.5050
0.6000,wrist_angle,0.700000,1.000000,-5.000000,0.741741,0.785348,-0.041741,-0.085348,0.348214,0.044489,-109.8480,-197.8301,87.9821,27.0229,28.2829
0.6000,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6100,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.0000,0.0000,-0.0000,0.0000,0.0000
0.6100,shoulder,-0.929750,-2.950000,5.000000,-0.958700,-0.964585,0.028950,0.034835,1.097083,0.607578,-93.2482,-23.0704,-70.1778,-135.6573,-136.2154
0.6100,elbow,0.916030,2.517764,-5.000000,0.970272,0.945538,-0.054242,-0.029509,-0.913553,-0.576593,-55.7600,-46.2203,-9.5397,52.5963,51.6893
0.6100,wrist_angle,0.709750,0.950000,-5.000000,0.748259,0.794904,-0.038509,-0.085154,0.371800,0.126746,-93.6314,-194.2995,100.6681,27.2146,28.5518
0.6100,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6200,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6200,shoulder,-0.959000,-2.900000,5.000000,-0.999171,-1.000160,0.040171,0.041160,1.176426,0.663521,-72.5882,-7.6097,-64.9785,-139.3995,-139.4882
0.6200,elbow,0.940957,2.467764,-5.000000,1.004585,0.976482,-0.063628,-0.035525,-0.940439,-0.607310,-85.3908,-62.1581,-23.2327,53.8011,52.8190
0.6200,wrist_angle,0.719000,0.900000,-5.000000,0.754041,0.803136,-0.035041,-0.084136,0.384577,0.206653,-76.5795,-188.6930,112.1136,27.3836,28.7815
0.6200,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
0.6300,waist,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6300,shoulder,-0.987750,-2.850000,5.000000,-1.039935,-1.035796,0.052185,0.048046,1.248834,0.714269,-42.9313,9.3412,-52.2724,-142.9381,-142.5895
0.6300,elbow,0.965384,2.417764,-5.000000,1.038667,1.007233,-0.073283,-0.041849,-0.955455,-0.631634,-116.9266,-78.7590,-38.1676,54.9352,53.8915
0.6300,wrist_angle,0.727750,0.850000,-5.000000,0.759195,0.810070,-0.031445,-0.082320,0.385988,0.282824,-59.8105,-181.1180,121.3075,27.5335,28.9734
0.6300,wrist_rotate,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,-0.0000,0.0000
