t,phase,ref,pos,vel,e,u
0.925542,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.936063,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.946351,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.956844,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.967040,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.977480,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.987700,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
0.998116,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.008355,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.018836,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.029334,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.039827,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.050028,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.060530,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.070772,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.081248,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.091487,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.101974,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.112186,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.122670,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.132875,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.143695,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.153909,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.164393,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.174625,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.185059,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.195275,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.205739,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.215936,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.226423,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.236640,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.247110,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.257340,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.267781,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.277970,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.288444,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.298672,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.309437,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.319703,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.330291,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.340531,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.351086,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.361392,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.371996,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.382283,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.392942,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.403240,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.413772,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.423956,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.434438,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.444681,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.455210,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.465481,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.476041,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.486327,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.496849,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.507251,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.517925,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.528243,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.538991,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.549224,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.559798,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.570069,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.580592,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.590801,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.601230,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.611502,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.621999,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.632296,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.643034,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.653289,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.663882,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.674174,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.684669,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.694892,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.705413,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.715693,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.726234,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.736486,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.747048,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.757376,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.767960,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.778226,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.788835,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.799123,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.809791,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.819987,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.830554,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.840865,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.851352,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.861648,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.872222,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.882482,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.893051,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.903308,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.913847,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.924137,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.934676,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.944890,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.955429,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.965702,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.976386,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.986641,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
1.997462,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.007886,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.018423,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.028714,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.039495,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.049739,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.060293,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.070545,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.081093,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.091317,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.101833,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.112100,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.122659,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.132846,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.143339,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.153499,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.163988,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.174372,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.185059,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.195243,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.205600,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.215893,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.226691,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.236918,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.247452,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.257810,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.268287,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.278469,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.288954,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.299235,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.309796,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.320065,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.330564,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.340776,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.351307,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.361646,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.372093,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.382393,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.393077,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.403324,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.413889,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.424157,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.434620,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.444896,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.455452,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.465744,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.476342,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.486617,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.497148,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.507326,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.517793,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.528055,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.538597,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.549270,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.559845,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.570135,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.580628,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.590898,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.601467,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.611724,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.622218,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.632416,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.642897,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.653172,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.663701,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.673930,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.684416,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.694680,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.705126,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.715353,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.726119,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.736373,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.746895,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.757112,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.767573,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.777785,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.788238,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.798466,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.809177,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.819473,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.829990,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.840268,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.850842,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.861141,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.871639,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.881919,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.892630,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.902920,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.913464,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.923716,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.934177,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.944473,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.954923,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.965201,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.975857,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.986099,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
2.996599,HOLD,1.469554,1.469554,0.000000,0.000000,0.000005
3.006823,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.017329,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.027590,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.038069,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.048344,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.059271,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.069574,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.080151,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.090372,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.100836,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.111032,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.121536,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.131827,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.142412,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.152699,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.163215,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.173437,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.184000,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.194278,STEP,3.000000,1.469554,0.000000,1.530446,216.584688
3.204851,STEP,3.000000,1.477224,0.023981,1.522776,215.703055
3.215095,STEP,3.000000,1.477224,0.023981,1.522776,215.703055
3.225764,STEP,3.000000,1.503301,0.503597,1.496699,212.530711
3.236006,STEP,3.000000,1.503301,0.503597,1.496699,212.530711
3.246487,STEP,3.000000,1.532447,0.911271,1.467553,208.838496
3.256716,STEP,3.000000,1.532447,0.911271,1.467553,208.838496
3.267162,STEP,3.000000,1.550855,1.031175,1.449145,206.438512
3.277414,STEP,3.000000,1.550855,1.031175,1.449145,206.438512
3.287858,STEP,3.000000,1.587670,1.175060,1.412330,201.435831
3.298173,STEP,3.000000,1.587670,1.175060,1.412330,201.435831
3.308776,STEP,3.000000,1.607612,1.223022,1.392388,198.607871
3.318989,STEP,3.000000,1.607612,1.223022,1.392388,198.607871
3.329421,STEP,3.000000,1.626020,1.270984,1.373980,195.919162
3.339624,STEP,3.000000,1.626020,1.270984,1.373980,195.919162
3.350056,STEP,3.000000,1.668971,1.366907,1.331029,189.365670
3.360364,STEP,3.000000,1.668971,1.366907,1.331029,189.365670
3.370895,STEP,3.000000,1.687379,1.390888,1.312621,186.441913
3.381099,STEP,3.000000,1.687379,1.390888,1.312621,186.441913
3.391562,STEP,3.000000,1.725728,1.390888,1.274272,180.138823
3.401832,STEP,3.000000,1.725728,1.390888,1.274272,180.138823
3.412395,STEP,3.000000,1.730330,1.390888,1.269670,179.363000
3.422674,STEP,3.000000,1.730330,1.390888,1.269670,179.363000
3.433181,STEP,3.000000,1.764078,1.342926,1.235922,173.563093
3.443408,STEP,3.000000,1.764078,1.342926,1.235922,173.563093
3.453886,STEP,3.000000,1.791690,1.175060,1.208310,168.692853
3.464095,STEP,3.000000,1.791690,1.175060,1.208310,168.692853
3.474665,STEP,3.000000,1.811631,0.935252,1.188369,165.120946
3.484958,STEP,3.000000,1.811631,0.935252,1.188369,165.120946
3.495503,STEP,3.000000,1.820835,0.623501,1.179165,163.491131
3.505766,STEP,3.000000,1.820835,0.623501,1.179165,163.491131
3.516298,STEP,3.000000,1.820835,0.359712,1.179165,163.543943
3.526526,STEP,3.000000,1.820835,0.359712,1.179165,163.543943
3.537014,STEP,3.000000,1.839243,0.383693,1.160757,160.120560
3.547294,STEP,3.000000,1.839243,0.383693,1.160757,160.120560
3.557904,STEP,3.000000,1.843845,0.503597,1.156155,159.235214
3.568506,STEP,3.000000,1.843845,0.503597,1.156155,159.235214
3.579019,STEP,3.000000,1.843845,0.239808,1.156155,159.287879
3.589313,STEP,3.000000,1.843845,0.239808,1.156155,159.287879
3.599782,STEP,3.000000,1.843845,0.095923,1.156155,159.316418
3.610118,STEP,3.000000,1.843845,0.095923,1.156155,159.316418
3.620625,STEP,3.000000,1.843845,0.023981,1.156155,159.330645
3.630931,STEP,3.000000,1.843845,0.023981,1.156155,159.330645
3.641658,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.651893,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.662367,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.672629,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.683149,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.693369,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.703827,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.714115,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.724777,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.735096,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.745566,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.755851,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.766336,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.776617,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.787091,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.797313,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.807875,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.818111,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.828664,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.838859,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.849303,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.859526,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.870015,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.880285,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.890858,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.901052,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.911528,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.921727,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.932238,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.942550,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
3.953137,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.963353,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.973808,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.984068,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
3.994581,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.004876,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.015429,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.025737,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.036339,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.046554,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.057101,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.067416,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.078267,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.088540,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.099058,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.109377,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.119905,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
4.130190,STEP,3.000000,1.843845,0.000000,1.156155,159.335610
4.140826,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.151023,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.161424,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
4.171612,STEP,3.000000,1.845379,0.000000,1.154621,159.048001
